,,Notes,"Regulated by LATRA regulations of 2020 (Amended 2021, 2023, 2024)","All motor vehicle drivers require it under section III. Furthermore, it's listed in the Transport Licensing (Motorcycles and Tricycles (Amendment) Regulations), 2017, as incurring a fine of 50,000 TZS.","It's a ""private hire licence"" as issued by LATRA regulations (2020). I recall only 20,000 or so register a year.",Not mentioned in the forms in the LATRA regulations; only name and phone number.,"""A person shall not drive a two-wheeled or threewheeled motorcycle unless that person is wearing a helmet on
the head""","Laws and regulations do not specify that the helmet must meet a standard, but there is a *compulsory* helmet standard (TZS 1478:2013)","No law (neither Road Traffic Act nor LATRA regulations) actually require riders to wear reflective jackets. However, in some places (such as Moshi), a majority of riders use them anyway, and police are on record encouraging their use.","The 2020 LATRA regulations require helmets be ""marked with special code number as prescribed by the authority,"" but it's not known if this has ever been actualized.",,"Required, but usually not followed.",Motor vehicle registration card is required.,2020 LATRA regulation requires white number plates (yellow are for private vehicles in Tanzania).,In the Motor Vehicles Insurance Act (applicable to all vehicles and motorcycles),2020 LATRA Regulations only requires that the vehicle meets TBS standards.,None. Gov working on an e-mobility policy.,"There were excise duty exemptions in 2023-24, which were later reintroduced.",,"The Road Traffic Act (1973) only requires drivers to wear helmets. However, one condition for a motor cycle licensee is ""in case of a motor cycle, he provides two helmets marked with special code number as prescribed by the authority."" Confirmed by Global Road Status Report 2023: https://www.grsproadsafety.org/botnarcrsc/wp-content/uploads/2023/06/Tanzania-World-Health-Organization-Road-Safety-Country-Profile-2018.pdf",Regulated by Road Traffic Act for all motorcycles.,2024 Amendment clarifies that they can only carry one passenger.,"Road Traffic Act stipulates that the ""maximum permissible weight"" shall not be exceeded; yet does not specify what it is for motorcycles.",LATRA required that Ride Operators (ride-hailing platforms) should make an API to provide several data points.,2024 LATRA Amendment specifies that motorcycles cannot carry a passenger younger than nine (9) years old.,"2020 LATRA Regulations stipulate that ""a motor cycle or motor tricycle is parked at an area designated by competent authority except for
those providing ride hailing services""",,"In 2013, the TZ gov required boda riders form associations; not clear what has happened since then","Only insofar as that ""competent authorities"" are to designate parking areas and restrict riders from certain areas. However there is usually a discussion of some kind.","LATRA has regulated fares, commissions and more for ride-hailing taxis, but not for boda bodas","Upon vehicle registration, one must pay a HIV Response Levy of 50k at vehicle registration","2,000 TZS / year for private hire publice service licence","2020 regulations allow for ""competent authorities"" to restrict them from certain areas. In Dar es Salaam, they have been previously banned from the CBD, but this was rescinded in 2022.","1) Fare meters are technically required by LATRA 2020 regulation, but this has never been enforced.
2) (Order No. LATRA/01/2022): LATRA attempted to regulate fares on ride-hailing taxi (NOT BODA) services in mainland TZ. This included a different fare for 11 PM to 5 AM (roughly 5% more). The ride-hailing fare per km was set at 900 TZS per km, and 100 TZS per minute, with a minimum fare of 3,000 and a maximum commission of 15%.",,Section 62-(5) requires all public service vehicles to be fitted with a speed governor (or similar device),
Zambia,"Explicitly bans motorcycle-taxis in most recent version of act. In 2002 version, it seems ambiguous.",Written,Prohibited,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.parliament.gov.zm/sites/default/files/documents/acts/Roads%20and%20Road%20Traffic%20Act.pdf,,,,,,,,,,,,,,,,,,,"https://www.parliament.gov.zm/sites/default/files/documents/acts/Roads%20and%20Road%20Traffic%20Act.pdf

",,,,,,,,,,,,,,,
,,Notes,"Motorcycles can only be classified as private vehicles, not PSVs. This is in SECTION 258-THE ROADS AND ROAD TRAFFIC (DRIVING
LICENCE) REGULATIONS, Part IV Miscellaneous, 23.",,,,,,,,,,,,,,,,,,,Section 224,,,,,,,,,,,,,,,
South Africa,,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malawi,No specific legislation for moto-taxis; regulated under general Road Traffic Act provisions,Written,Not present,Present,Not present,Not present,Present,Not present,Not present,Not present,Not present,No data,,Not present,Present,,,Present,,Present,Present,Present,Prohibited,Not present,Not present,Not present,Not present,Not present,Not present,,,,Not present,Not present,Not present,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://malawilii.org/akn/mw/act/1997/26/eng@2014-12-31,https://media.malawilii.org/media/legislation/11927/source_file/787e847530fc531f/1997-26.pdf,,,https://media.malawilii.org/media/legislation/11927/source_file/787e847530fc531f/1997-26.pdf,,,,,,,,,,,https://africaema.org/research/malawi-e-mobility-brief/,,,,https://malawilii.org/akn/mw/act/1997/26/eng@2014-12-31,https://malawilii.org/akn/mw/act/1997/26/eng@2014-12-31,,,,,,,,,,,,,,
,,Notes,,"Road Traffic Act, 1997",No legislation on moto-taxis specifically,No legislation on moto-taxis specifically,Road Traffic Act 1997; 109(3),There is not even a specific helmet standard in Malawi,Not technically in the Road Traffic Act or elsewhere; just encouraged by the police,"However, bicycles still have license plates in Malawi",,Road Traffic Act not clear on this.,,,All motor vehicles required to have third party insurance in the Road Traffic Act,,,,,Required in the Road Traffic Act 109(3),,"""Subject to the provisions of subsection (2), not more than two persons shall ride upon a motor cycle on a public road, excluding a person riding in a side-car attached to such motor cycle.""","Prohibited but barely. ""No person or animal or object shall be carried on a motor cycle, motor tricycle or motor quadrucycle
on a public road in front of the driver thereof:
Provided that an object of a non-bulky nature may be so carried if securely attached to the motor cycle, motor tricycle or motor quadrucycle or placed in a suitable carrier fitted thereon for that purpose and carried in such a way as not to obstruct the driver’s view or prevent his exercising complete control over such motor cycle, motor tricycle or motor quadrucycle.""",Essentially no apps in Malawi,Can't find in Road Traffic Act,,,,"However, middlemen / patrons are known to get involved",,,,,,,,
Nigeria,"No nationwide law; okadas banned in Lagos, Abuja",Written,Fragmented,Present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Banned in Lagos. In Oyo State (home of Ibadan), regulations require coded jackets: https://gazettengr.com/reflective-jacket-oyo-govt-gives-okada-riders-seven-day-ultimatum/","All motorcycle drivers must go through an accredited FRSC training course, typically of a month.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,Was banned; legalized as of Dec 2025,Written,Present,Present,Present,Not present,Present,Present,Not present,Not present,Not present,Not present,Not present,Not present,Present,Present,Present,Mixed status,Present,Present,Present,Not present,Present,No data,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Not present,Present,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.ghanaweb.com/GhanaHomePage/business/Parliament-passes-Road-Traffic-Amendment-Bill-2025-2013343,"2004 Road Traffic Act, Part Four - 53",,,"Road Traffic (Amendment) Act, Dec 2025","Road Traffic (Amendment) Act, Dec 2025",,,,https://ir.parliament.gh/bitstream/handle/123456789/2683/ACT%20683%20Rev%20Ed.pdf?sequence=1&isAllowed=y,,,1958 Motor Vehicle (third party insurance) act,"Road Traffic (Amendment) Act, Dec 2025",https://www.mot.gov.gh/files/resources/National_Electric_Vehicle_Policy.pdf,https://cleantechnica.com/2023/11/16/ghana-waives-import-duties-on-electric-vehicles-for-8-years-starting-2024/,"Road Traffic (Amendment) Act, Dec 2025","Road Traffic (Amendment) Act, Dec 2025",https://ir.parliament.gh/bitstream/handle/123456789/2683/ACT%20683%20Rev%20Ed.pdf?sequence=1&isAllowed=y,"Road Traffic (Amendment) Act, Dec 2025",https://ir.parliament.gh/bitstream/handle/123456789/2683/ACT%20683%20Rev%20Ed.pdf?sequence=1&isAllowed=y,https://nrsa.gov.gh/news-and-events/nrsa-to-begin-registration-of-road-transport-service-providers-effective-march-2024/,,,,,,,,,,,,,
,,Notes,"Requires okada riders to also meet the requirements specified by the LIcensing Authority, Regulatory Authority",,"Road Traffic Act requires ""the relevant license"" for commercial vehicles.",,"""A person shall not ride or be ridden on a motorcycle without wearing a protective crash helmet which conforms to the standards developed under this section."" ","""A person shall not ride or be ridden on a motorcycle without wearing a protective crash helmet which conforms to the standards developed under this section."" Also makes it illegal to sell helmets that don't meet standards!",Can't find in the Road Traffic Act of 2004 or 2025 Amedment,Can't find in the Road Traffic Act of 2004 or 2025 Amedment,,"No particular requirement for training, just a test to get a drivers license",,Can't find anything on this in any regulation,,Every six months for commercial vehicles (including motorcycles as later defined),"National EV Policy sets out penetration rates for EVs *generally*, doesn't clarify vehicle modes",Ghana waived import duties on EVs for public transport for 8 years from 2024; this should apply to okadas according to the new regulation but it hasn't been clarified really.,Emissions standards are part of the quality check,"""A person shall not ride or be ridden on a motorcycle without wearing a protective crash helmet which conforms to the standards developed under this section."" ",Regulated by the 2004 and subsequent road traffic acts,"Actually it seems to allow it? ""A person shall not carry more than one other person on a motorcycle unless the motorcycle is consructed or adapted to carry more than one person.""","103 in the Road Traffic Act outlaws ""excessive overall weight"". Nothing specific about motorcycles but doesn't exclude them either.",Not clear whether ride hailing platforms considered to be transport service providers.,"2025 Amendment only says ""a person shall not give a child a ride on a motorcycle while the child uses a protective equipment which does not conform to the standards developed under this section""",,,,,Not regulated yet,,"Doesn't seem to be; however, they must have a license for a commercial vehicle.",,,,"Specifically legislates that motorcycles (and others) cannot ""neglect or refuse"" a traffic director. Additionally, min. age of 25 for okadas (and all commercial vehicle drivers)",
Togo,,Written,Present,Present,Present,Present,Present,Present,Not present,Present,Not present,Fragmented,Present,Not present,Present,Present,Not present,Not present,Not present,Present,Present,Present,Present,Not present,Not present,Not present,Not present,Not present,Present,Present,Not present,Present,Present,Not present,Not present,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://jo.gouv.tg/sites/default/files/JO/JOS_25_11_2023%20-%2068E%20ANNEE%20N%C2%B0%2086%20BIS.pdf,Art. 17,Art. 6,Art. 17,Décret n° 2013-078/PR du 27 novembre 2013 ,Décret n° 2013-078/PR du 27 novembre 2013 ,,Art. 19,,,Art. 7,,Art. 14 and 7,Art. 14,,,,Décret n° 2013-078/PR du 27 novembre 2013 ,,Art. 24,Art. 24 and 20,,,,,,Art. 12,Art 38,,Art 38,Art 38,,,,
,,Notes,(Pg. 58) 2023 is most recent regulation; there has been earlier regulations,Have had the appropiate driver's license for at least 6 months,All those must have a license d'exploitation,ID or work permit required,relatif au port obligatoire de casque par les conducteurs et les passagers des engins équipés d’un moteur thermique en circulation,relatif au port obligatoire de casque par les conducteurs et les passagers des engins équipés d’un moteur thermique en circulation,,Visible signes d'identification,,Art. 15: taxi drivers need professional driving qualification; Art. 17: no training requirement stated for moto-taxi/tricycle beyond license,Certtificate of registration reguired for operating license,,Valid civil liability insurance covering passengers and third parties mandatory for both operating license and transport authorization,Valid technical inspection certificate (certificat de visite technique) required; Art. 9 renewal requires social compliance proof,,,,relatif au port obligatoire de casque par les conducteurs et les passagers des engins équipés d’un moteur thermique en circulation,,,"Cargo and passenger loads must not exceed authorized limits; Art. 31: fine of 5,000 FCFA per excess passenger",,,,,,Authorisation de transport public issued by local authoritties,"Licensing, approval, and authorization subject to fees set by Transfport and Finance Ministry",,"Licensing, approval, and authorization subject to fees set by Transfport and Finance Ministry","Licensing, approval, and authorization subject to fees set by Transfport and Finance Ministry",,,,
Benin,Long-standing tolerance of moto-taxis and regulation. Note: source legislation difficult to find.,Written,Present,Present,Not present,Mixed status,Present,Not present,Present,Present,Not present,Not present,Present,Not present,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,No data,Not present,No data,No data,No data,No data,No data,No data,No data,No data,No data,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,Order no.°2016/MTPT/MISD/DC/SG/CTTT/DGTT/SPC/SER of 7 March 2016,,,,https://www.gouv.bj/article/2610/defaut-port-casque-routes-amende-forfaitaire-fixee-mille-5000-francs-cfa/,,,https://visiter-le-benin.com/les-taxis-motos-zemidjan-iconiques-du-benin/,,,https://www.slateafrique.com/87145/des-taxi-motos-rois-du-benin,,,,,,,,,,,,,,https://shs.cairn.info/revue-l-economie-politique-2009-1-page-59?lang=fr#s1n5,,,,,,,,,,
,,Notes,,,,Identification at commune level,,,Colors differ in different cities,Communes set identification number which is to be on the gilets,,,Needed to register,Commercial vehicles use orange plates; but this isn't mentioned anywhere as applying to moto-taxis,,,,,,,,,,,,,"Self-regulation; park chiefs, elected for 6-12 months at a time",,,,,,,,,,
Cameroon,"Significant presence throughout the country. Holistic laws, but enforcement is often lacking. Compete with share-taxis.",Written,Present,Present,Present,Mixed status,Present,Not present,Present,Present,Not present,Not present,Not present,No data,Present,Not present,Not present,Present,No data,Present,Present,Not present,No data,Not present,No data,Not present,Not present,Not present,Present,Not present,No data,Present,Mixed status,Not present,Not present,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,Décret n°2008/3447/PM,https://www.logistiqueconseil.org/Articles/Transport-routier/Moto-taxi.html,https://www.logistiqueconseil.org/Articles/Transport-routier/Moto-taxi.html,https://www.wearetech.africa/en/fils-uk/news/public-management/cameroon-douala-begins-digital-registration-of-moto-taxi-drivers,https://www.logistiqueconseil.org/Articles/Transport-routier/Moto-taxi.htm,,https://www.cameroon-tribune.cm/article.html/67166/fr.html,https://www.memoireonline.com/02/10/3152/m_Les-defis-de-la-securite-routiere-en-milieux-urbain-au-Cameroun-le-cas-des-motos-taxis-a-Yaoun8.html,,,,,Décret 2008/3447/PM,https://www.cameroon-tribune.cm/article.html/67166/fr.html,,https://www.investiraucameroun.com/gestion-publique/0801-21542-automobile-des-exonerations-fiscales-pour-stimuler-la-vente-des-vehicules-electriques-neufs-au-cameroun,https://www.unep.org/technical-highlight/cameroon-accelerates-electric-mobility-bold-tax-incentives,https://www.cameroon-tribune.cm/article.html/67166/fr.html,https://www.scribd.com/document/585547827/resource-center-isanglegal-com-CODE-DE-LA-ROUTE-CAMEROUNAIS-CEMAC,,,,,,,,,,,,,,,,
,,Notes,,Permis de conduire,"You must have an identification number from the municipality. Also, a specific license - S2. In Douala, specific vests from the Communite Urbain were distributed, to give riders legitimacy in operating in the city. However, only 3k given out at the launch, out of maybe 80-100k in the city.",Pilot in Douala only of QR codes for moto-taxi drivers,,,Reflect jackets (gilets) required; each determined by their neighborhood (commune),"All are required to have a gilet with a ""identification de moto-taxi""",,,"However, the 2008 decret requires that the mototaxi has been registered by the MoTransport","Unclear, essentially",,Only to get registered; not recurring,,Halved the import duty in the 2025 loi de finance,Nothing mentioned,Required,In the Code de la Route,Nothing explicitly mentioned. Bend-skins famous for carrying multiple passengers,Can;t find anything specifically,Essentially no apps present in Cameroun,Nothing found on this,However; moto-taxis regulated more by communes (municipal areas) than in most other countries,,Syndicats (unions) are a bit of a mess in Cameroun.,Commune issues ID number; local authorization required,Effectively no online riders in Cameroon,Unclear,Only because there is a specific commercial operating license,"In Yaounde and Douala, there are specific restrictions for moto-taxis",,,,
Democratic Republic of the Congo,In 2024 the PM reportedly issued a decree to regulate them.,Written,Present,Present,,,Present,,Not present,,,,,,Present,,Not present,,,,,Present,,,,,,,,,,,Present,,,,
,,Enforced,,,,,Rarely / Never,,,,,Rarely / Never,,,Rarely / Never,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://africa24tv.com/congo-le-transport-par-motos-taxis-reglemente,"https://www.leganet.cd/Legislation/DroitPenal/Roulage/Loi.078.022.30.08.1978.pdf
https://www.research4cap.org/wp-content/uploads/ral/TransaidAmend-2020-MotorcycleTaxisThreeWheelersDRC-PolicyBrief-AfCAP-RAF2114A-200102.pdf",,,"https://www.leganet.cd/Legislation/DroitPenal/Roulage/Loi.078.022.30.08.1978.pdf
https://www.research4cap.org/wp-content/uploads/ral/TransaidAmend-2020-MotorcycleTaxisThreeWheelersDRC-PolicyBrief-AfCAP-RAF2114A-200102.pdf",,,,,https://www.research4cap.org/wp-content/uploads/ral/TransaidAmend-2020-MotorcycleTaxisThreeWheelersDRC-PolicyBrief-AfCAP-RAF2114A-200102.pdf,,,https://www.radiookapi.net/actualite/2010/09/08/motos-a-kinshasa-assurance-identification-et-port-des-casques-desormais-obligatoires,,,,,,,https://www.leganet.cd/Legislation/DroitPenal/Roulage/Loi.078.022.30.08.1978.pdf,,,,,,,,,,,https://www.radiookapi.net/2024/02/13/actualite/securite/kinshasa-la-police-interdit-aux-moto-taxis-dacceder-la-commune-de,,,,
,,Notes,Need to find the actual note,"equires a Category A license under the 1978 Code de la Route (Loi n° 78/022). However, only 15% have drivers licenses",,,Code de la route (article 54) requires it. Only around 5% of drivers report wearing helmets,,,,,A survey found no riders had any formal training.,,,Third party insurance required; only 1% compliance,,,,,,,Code de la Route Art 33(3) prohibits carrying multiple passengers,,,,,,,,,,,Moto-taxis banned from municipality of Gombe in Kinshasa,,,,
Peru,"No specific legislation for moto-taxis; transportation of passengers is regulated. Nearly all regulation for ""moto-taxis"" is for Three-wheelers",Written,Prohibited,Present,,,,,,,Present,,,,,,,,,,,,,,,Not present,,,,,,,,,,,
,,Enforced,Rarely / Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,https://www.gob.pe/institucion/mtc/normas-legales/7625120-002-2026-mtc; https://img.lpderecho.pe/wp-content/uploads/2025/03/Resolucion-0071-2025-SEL-Indecopi-LPDerecho.pdf,,,,,,,,https://corregidora.gob.mx/portal/realiza-policia-de-corregidora-prueba-toxicologica/,,,,,,,,,,,,,,,https://www.muniate.gob.pe/ate/files/APP/capitulo3.pdf,,,,,,,,,,,
,,Notes,"Only L5 (three-wheelers) are in the legal passenger transportation framework, with motorcycles ommitted. Didi legal case study (above), motorcycles are not allowed to be used for transportation. Since January 2026,  only 1 person can travel on a motorcycle in zones under state of emergency (Lima and Callao). Overall ride-hailing apps are not regulated in Peru.",,,,,,,,"Drug test required, with certificate only valid for 6 months. Believed to have low compliance. For 3W.",,,,,,,,,,,,,,,"For three-wheelers: Ley No 31917 (Oct 2023) and DS No 011-2025-MTC, paraderos (official stops) must have horizontal markings of 1.2 * 3.3 m per vehicle, vertical signage saying ""paradero"", authorized company name, and min. 5 m from intersectinos. Paraderos near schools or markets require a risk assessment. Compliance varies.",,,,,,,,,,,
Honduras,No specific legislation for moto-taxis; transportation of passengers is regulated. ,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,Decreto 240-2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"There is no legal framework for the use of motorcycle for commercial passenger transportation. In fact, the law prohibits the travel of 2 male (especifically) riders in a motorcycle across 37 municipalities - a male driver and a female passe can travel together.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,,Written,Present,Present,Present,Present,Present,Present,Present,Present,Not present,Not present,Present,Present,Present,Present,No data,No data,No data,Present,Not present,Present,Present,No data,Present,Not present,Present,Not present,Present,Not present,Not present,Not present,Present,Not present,Not present,Present,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,,Article 75,75,Article 75,Article 77,Article 157,Article 77,Article 77 Para 1,,,Article 39,Article 77,Article 39-4,"Article 40, 39-2",,,,Aticle 157 and 251,,Article 41-6,Article 41-6,,Article 78,,Article 75 para. 2,,Article 75,,,,Article 75 para. 2,,,"Article 41-6,. 78",
,,Notes,"Motorcycle transportation will be authorized by local governments in coordination with INTRANT.  Source: Ley No. 63-17, de Movilidad, Transporte Terrestre, Tránsito y Seguridad Vial de la República Dominicana


",Section VII,"Section VII, only standard license",Cédula (ID),Section VII,Motorcycle helmets must meed norms enacted by INTRANT,,The license plate number must be displayed in the helmet and reflective vest,,,Operators should have documentation showing proof of ownership or right to use the vehicle. ,A unique license plate ID issued by DGII,Third party liability insurance.,"Vehicles will be inspected by the INTRANT yearly in accordance with  ""Protocolo Técnico del Sistema de Revisión Vehicular""",,,,Certified passenger helmet,,Motorcycles have a capacity of 1 pasenger.,Motorcycles have a capacity of 1 pasenger.,,The transportation of minors under the age of 8 years olld is prohibited,,Local ciy halls approve designated staging areas,,Requires criminal record and proof of local residency,,,,Local ciy halls approve designated staging areas,,,Motorcycles for 1 passenger must be less than 10 years old.  Passenger must be at least 8 years old.,
Mexico,"State-level regulation, no national regulation.",Written,Fragmented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,Ley de Movilidad de La Ciudad de Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Regulation is at the state and municipal level. For example in Mexico City, Art. 59 of Ley de Movilidad prohibits transportation of passengers",,,,,,,,"In Mexico City, required to test while trying to get a ""licencia de conductor de servicios""",,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,No specific legislation for moto-taxis; service is provided informally. ,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,Ley General de Transporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Bolivia recognizes ""mototaxis"" but not necessarily 2W  as part of the special or unregulated public transportation. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,No specific legislation for moto-taxis; motorcycles regulated under general tranportation legislation. ,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,Ley de Transporte Terrestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,"States have the ultimate authority in permitting motorcycle taxis, the 2025 Aggregator Guidelines were drafter by the central government. Not all states have adopted the guidelines, while some have partially incorporated them. ",Written,Fragmented,Present,,Present,Present,Present,,,,Present,,,Present,Present,Present,,,Present,,,,,,,,,,Present,,,,Present,,Present,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,Motor Vehicle Aggregator Guidelines 2025 ,Motor Vehicle Aggregator Guidelines 2025 ,,Motor Vehicle Aggregator Guidelines 2025 ,"The Motor Vehicles Act, 1988","The Motor Vehicles Act, 1988",,,,Motor Vehicle Aggregator Guidelines 2025 ,,,Motor Vehicle Aggregator Guidelines 2025 ,Motor Vehicle Aggregator Guidelines 2025 ,Motor Vehicle Aggregator Guidelines 2025 ,,,"The Motor Vehicles Act, 1988",,,,,,,,,,Motor Vehicle Aggregator Guidelines 2025 ,,,,Motor Vehicle Aggregator Guidelines 2025 ,,Motor Vehicle Aggregator Guidelines 2025 ,
,,Notes,"States have the authority to allow private, non-transport, two-wheelers (white plates). For example, Karnataka had previosuly banned moto taxis but has since lifted the ban. 

Motorcycles have been under a ""transport vehicle"" classification since 2004. ",The driver must hold a valid driving licence for the concerned vehicle type or class within which the respective vehicle falls throughout the period of onboarding,,"The driver must hold a valid proof of any identity on the basis of any document listed under Rule 4 of the Central Motor Vehicle Rules, 1989 (“CMVR”); The aggregator shall maintain a digital record pertaining to the on-boarded drivers: photograph, driver's license, present residential address, verified bank account details, emergency contact information.","General traffc laws mandate that every person driving or riding shall, while in a public place, wear protective headgear. ",General traffic laws indicate the protective headgear worn should conform to the standards of Bureau of Indian Standards,,,,"40 hours of training around the app, driving regulations, careful driving, routes, sensitivity and mobility needs and first responder training (6 hours).",,,"Health insurance for not less than Rs. 5 Lakh for ride-sharer, term insurance for not less than Rs. 10 Lakh, Valid third-party insurance policy","Certificate of vehicle fitness, valid pollution-under-control certificate. ","The guidelines include directions for state fovernments to direct aggregators to increment electric, alternate fuel or zero emission vehicles in their fleet.",,,"General traffc laws mandate that every person driving or riding shall, while in a public place, wear protective headgear. ",,,,,,,,,,"Motorcycle transportation through aggregators is governed through the 2020 Aggregator Guidelines, in those states where they have been implemented. ",,,,"Guidelines covered in Section 17. Quite comprehensive, including a base fare, maximum and minimum from it, minimum 3 km trip calculation, and effectively a maximum 20% commission.",Delhi proposed GPS trackers be required in 2023 for EVs; still in development.,"An aggregator shall not onboard vehicles which have been registered for more than a period of eight years from the date of initial registration of the vehicle;
Driver must have a valid bank account under their name;
Driver undergoes a medical fitness and eye examination, and a psychological analysis conducted by the aggregator; 
The driver has not been convited within the past 3 years for any of the following offences: DUI, fraus, sexual offences, use of a motor vehicle to commit a cognizable offernce, a crime involving property damage or theft,a cts of violence, acts of terror or acts constituing nuisance or danger to public. 
",
Pakistan,No specific legislation for moto-taxis; motorcycles regulated under general tranportation legislation. ,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,No specific legislation for moto-taxis; motorcycles regulated under general tranportation legislation. ,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,Motor Vehicles and Transportation Management Act 1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,Indicates that private vehicles can't be used for public transportation. This foundational law cover buses and taxis bus does not specify motorcycle taxis. Some provices have laws regulating the use of private vehicles for public transportation such as Bagmati.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,No specific legislation for moto-taxis; motorcycles regulated under general tranportation legislation. ,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,Reglamento de La Ley General de Transito ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,No specific legislation for moto-taxis; motorcycles regulated under general tranportation legislation. ,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,Reglamento de Transito Vehicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,"Only defines ""Selective transportation"" besides buses, which only encompasses taxis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,No specific legislation for moto-taxis; motorcycles regulated under general tranportation legislation. ,Written,Not present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,"There is no specific legislation around moto-taxis, instead, laws prohibit more than 1 person in a motorcycle",Written,Fragmented,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Enforced,Commonly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Source,010-DIR-ANT-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Notes,010-2022 ANT prohibits pillion riders at a national level.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
